Timestamp,activity_label,accX,accY,accZ,gyroX,gyroY,gyroZ
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.41,0.43,0.55
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.32,0.61,0.37
2025-08-02 13:14:35 ,sitting,0.17,0.88,0.88,-2.5,0.67,0.37
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.66,0.4,0.58
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.47,0.37,0.52
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.44,0.43,0.46
2025-08-02 13:14:35 ,sitting,0.17,0.88,0.88,-2.47,0.49,0.37
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.47,0.34,0.43
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.44,0.37,0.55
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.53,0.34,0.61
2025-08-02 13:14:35 ,sitting,0.16,0.87,0.87,-2.35,0.37,0.52
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.5,0.34,0.58
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.35,0.4,0.52
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.47,0.49,0.43
2025-08-02 13:14:35 ,sitting,0.17,0.87,0.87,-2.44,0.46,0.34
2025-08-02 13:14:35 ,sitting,0.17,0.88,0.88,-2.41,0.46,0.49
2025-08-02 13:14:35 ,sitting,0.17,0.87,0.87,-2.47,0.31,0.43
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.5,0.37,0.43
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.53,0.37,0.58
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.53,0.37,0.61
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.41,0.34,0.58
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.5,0.4,0.64
2025-08-02 13:14:35 ,sitting,0.17,0.88,0.88,-2.41,0.46,0.43
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.35,0.52,0.31
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.41,0.55,0.4
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.44,0.37,0.46
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.26,0.34,0.37
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.29,0.52,0.34
2025-08-02 13:14:35 ,sitting,0.17,0.88,0.88,-2.5,0.61,0.4
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.53,0.43,0.58
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.41,0.27,0.49
2025-08-02 13:14:35 ,sitting,0.16,0.87,0.87,-2.32,0.58,0.43
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.29,0.52,0.34
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.5,0.49,0.46
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.35,0.49,0.37
2025-08-02 13:14:35 ,sitting,0.16,0.88,0.88,-2.11,0.64,0.03
2025-08-02 13:14:35 ,sitting,0.17,0.87,0.87,-1.89,0.64,-0.09
2025-08-02 13:14:35 ,sitting,0.17,0.88,0.88,-2.11,0.34,0.15
