Timestamp,activity_label,accX,accY,accZ,gyroX,gyroY,gyroZ
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.35,0.46,0.52
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.41,0.31,0.64
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.38,0.43,0.43
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.35,0.43,0.37
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.41,0.43,0.31
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.62,0.27,0.55
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.29,0.27,0.52
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.47,0.09,0.49
2025-08-02 13:22:35 ,sitting,0.21,0.88,0.88,-2.66,0.09,0.61
2025-08-02 13:22:35 ,sitting,0.21,0.88,0.88,-2.53,0.24,0.46
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.41,0.4,0.21
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.62,0.27,0.34
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.35,0.37,0.43
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.66,0.34,0.52
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.56,0.24,0.58
2025-08-02 13:22:35 ,sitting,0.21,0.88,0.88,-2.47,0.46,0.4
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.35,0.34,0.58
2025-08-02 13:22:35 ,sitting,0.21,0.88,0.88,-2.32,0.52,0.34
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.47,0.27,0.43
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.53,0.21,0.55
2025-08-02 13:22:35 ,sitting,0.21,0.88,0.88,-2.69,0.12,0.55
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.53,0.24,0.58
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.66,0.27,0.58
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.5,0.27,0.43
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.47,0.03,0.49
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.5,0.21,0.64
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.53,0.21,0.64
2025-08-02 13:22:35 ,sitting,0.2,0.88,0.88,-2.53,0.15,0.52
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.32,0.34,0.24
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.53,0.34,0.34
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.53,0.46,0.21
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.47,0.49,0.34
2025-08-02 13:22:35 ,sitting,0.21,0.87,0.87,-2.35,0.55,0.31
